TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD
0,2022-01-01,596,89,57.16,0
1,2022-01-01,2,38,146.0,0
2,2022-01-01,927,128,50.99,0
3,2022-01-01,568,318,44.71,0
4,2022-01-01,2803,313,96.03,0
5,2022-01-01,541,171,59.07,0
6,2022-01-01,2000,462,66.38,0
7,2022-01-01,1948,177,54.51,0
8,2022-01-01,2938,68,22.0,0
9,2022-01-01,2989,165,28.42,0
10,2022-01-01,1270,45,140.75,0
11,2022-01-01,2899,240,36.58,0
12,2022-01-01,508,476,139.45,0
13,2022-01-01,2323,3,63.19,0
14,2022-01-01,1152,213,54.08,0
15,2022-01-01,2389,6,36.91,0
16,2022-01-01,967,158,74.32,0
17,2022-01-01,616,463,12.18,0
18,2022-01-01,1106,22,8.75,0
19,2022-01-01,2605,65,38.31,0
20,2022-01-01,360,436,92.74,0
21,2022-01-01,1753,413,115.78,0
22,2022-01-01,183,319,39.3,0
23,2022-01-01,1546,237,37.39,0
24,2022-01-01,731,424,53.55,0
25,2022-01-01,2916,177,16.48,0
26,2022-01-01,2033,14,48.03,0
27,2022-01-01,855,197,78.32,0
28,2022-01-01,1660,437,43.52,0
29,2022-01-01,935,465,8.37,0
30,2022-01-01,382,126,15.35,0
31,2022-01-01,2594,179,71.91,0
32,2022-01-01,381,179,23.15,0
33,2022-01-01,1380,441,4.56,0
34,2022-01-01,2798,134,76.93,0
35,2022-01-01,1181,318,56.48,0
36,2022-01-01,1525,249,70.01,0
37,2022-01-01,2373,230,25.99,0
38,2022-01-01,712,392,20.25,0
39,2022-01-01,1597,384,83.07,0
40,2022-01-01,1186,321,124.86,0
41,2022-01-01,2109,166,68.86,0
42,2022-01-01,975,455,16.56,0
43,2022-01-01,426,166,82.58,0
44,2022-01-01,1705,67,21.76,0
45,2022-01-01,1505,459,19.88,0
46,2022-01-01,2955,209,52.5,0
47,2022-01-01,2874,176,15.88,0
48,2022-01-01,893,452,4.94,0
49,2022-01-01,2873,299,66.08,0
50,2022-01-01,1073,293,85.33,0
51,2022-01-01,1396,363,16.16,0
52,2022-01-01,8,199,2.08,0
53,2022-01-01,1854,153,20.5,0
54,2022-01-01,786,10,46.77,0
55,2022-01-01,535,358,5.83,0
56,2022-01-01,1401,174,44.84,0
57,2022-01-01,2166,74,16.41,0
58,2022-01-01,2839,307,48.03,0
59,2022-01-01,1332,249,76.44,0
60,2022-01-01,1799,46,62.76,0
61,2022-01-01,655,49,96.89,0
62,2022-01-01,2342,316,13.1,0
63,2022-01-01,1974,316,22.45,0
64,2022-01-01,447,59,91.8,0
65,2022-01-01,1608,129,51.65,0
66,2022-01-01,408,272,23.41,0
67,2022-01-01,973,62,47.74,0
68,2022-01-01,1708,356,37.68,0
69,2022-01-01,1037,358,58.98,0
70,2022-01-01,1697,189,35.01,0
71,2022-01-01,1151,473,98.12,0
72,2022-01-01,1321,416,100.18,0
73,2022-01-01,2387,12,34.56,0
74,2022-01-01,724,483,90.91,0
75,2022-01-01,2753,211,48.24,0
76,2022-01-01,1028,307,37.29,0
77,2022-01-01,2570,40,64.93,0
78,2022-01-01,2039,424,1.92,0
79,2022-01-01,524,244,97.85,0
80,2022-01-01,230,314,18.93,0
81,2022-01-01,1193,175,64.0,0
82,2022-01-01,1457,199,33.16,0
83,2022-01-01,2431,295,45.58,0
84,2022-01-01,1453,460,43.45,0
85,2022-01-01,2716,1,17.01,0
86,2022-01-01,1958,480,108.07,0
87,2022-01-01,2902,447,78.72,0
88,2022-01-01,2391,115,63.52,0
89,2022-01-01,1843,292,65.86,0
90,2022-01-01,2608,498,65.08,0
91,2022-01-01,1802,417,24.19,0
92,2022-01-01,731,90,57.3,1
93,2022-01-01,955,213,40.17,0
94,2022-01-01,1254,31,54.81,0
95,2022-01-01,569,352,88.55,0
96,2022-01-01,2081,18,31.15,0
97,2022-01-01,474,18,10.67,0
98,2022-01-01,398,325,8.8,0
99,2022-01-01,55,63,35.06,0
100,2022-01-01,1877,58,44.35,0
101,2022-01-01,850,485,86.04,0
102,2022-01-01,1759,26,104.19,0
103,2022-01-01,159,299,54.22,0
104,2022-01-01,2352,196,23.28,0
105,2022-01-01,531,406,49.68,0
106,2022-01-01,865,395,42.46,0
107,2022-01-01,1263,164,24.57,0
108,2022-01-01,1548,261,68.77,0
109,2022-01-01,1432,301,125.95,0
110,2022-01-01,1312,238,7.35,0
111,2022-01-01,2971,77,30.3,0
112,2022-01-01,1172,398,28.15,0
113,2022-01-01,1964,497,5.41,0
114,2022-01-01,2701,296,49.36,0
115,2022-01-01,749,496,151.75,0
116,2022-01-01,819,46,75.38,0
117,2022-01-01,2839,307,60.52,0
118,2022-01-01,2946,310,17.26,0
119,2022-01-01,825,180,83.55,0
120,2022-01-01,1093,465,17.06,0
121,2022-01-01,2811,0,99.52,0
122,2022-01-01,1440,149,64.71,0
123,2022-01-01,1631,5,37.45,0
124,2022-01-01,354,156,22.84,0
125,2022-01-01,1913,373,105.05,0
126,2022-01-01,1075,212,5.94,0
127,2022-01-01,1894,121,6.6,0
128,2022-01-01,220,312,110.42,0
129,2022-01-01,953,209,17.3,0
130,2022-01-01,2081,458,67.28,0
131,2022-01-01,2152,228,67.34,0
132,2022-01-01,423,237,30.29,0
133,2022-01-01,1545,175,57.73,0
134,2022-01-01,447,329,94.1,0
135,2022-01-01,2326,455,49.37,0
136,2022-01-01,2121,29,97.68,0
137,2022-01-01,2235,228,47.13,0
138,2022-01-01,851,332,29.43,0
139,2022-01-01,30,287,171.78,0
140,2022-01-01,1143,157,62.02,0
141,2022-01-01,1953,486,73.95,0
142,2022-01-01,671,480,7.72,0
143,2022-01-01,1597,386,146.05,0
144,2022-01-01,574,264,58.26,0
145,2022-01-01,2806,67,26.31,0
146,2022-01-01,1432,308,106.4,0
147,2022-01-01,340,282,31.55,0
148,2022-01-01,2164,232,95.28,0
149,2022-01-01,1106,445,25.87,0
150,2022-01-01,497,99,28.96,0
