CUSTOMER_ID,x_customer_id,y_customer_id,mean_amount,mean_nb_tx_per_day
0,54.88135039273247,71.51893663724195,62.262520726806166,2.1795327319875875
1,42.36547993389047,64.58941130666561,46.57078506995579,3.567092003128319
2,96.36627605010293,38.34415188257777,80.21387861785314,2.115579679011618
3,56.80445610939323,92.5596638292661,11.74842552879926,0.34851719880616283
4,2.021839744032572,83.2619845547938,78.9248913402358,3.4800485929872766
5,97.8618342232764,79.91585642167236,48.84053941402853,3.122116705145822
6,11.827442586893323,63.99210213275238,18.618562303859406,3.7786756681983356
7,52.184832175007166,41.46619399905236,30.132783149939563,3.0969347577368667
8,45.615033221654855,56.84339488686485,6.785031041453738,2.4705419883035082
9,61.20957227224214,61.69339968747569,94.6560674588893,2.7272811964139336
10,35.9507900573786,43.703195379934144,71.27496361309016,0.24090188651707933
11,66.67667154456677,67.06378696181594,24.986343302014884,0.5157051906194132
12,31.542835092418386,36.37107709426226,59.168693189698566,1.7544060538492814
13,98.83738380592261,10.204481074802807,24.843291829009296,0.645238071539985
14,65.31083254653984,25.329160253978213,49.2995234213491,0.977702368006411
15,15.896958364551972,11.037514116430513,67.35131099920098,0.5527318053944552
16,19.65823616800535,36.872517066096414,82.99435683555383,0.3884051031722451
17,83.7944907498804,9.609840789396307,97.7636491762726,1.8746048065908063
18,97.67610881903371,60.4845519745046,75.23004004283865,0.1567511690172827
19,28.280696257640958,12.01965612131689,33.13331876460377,0.4749108758169762
20,31.798317939397602,41.426299451466996,11.094012153134514,2.7698884774800794
21,56.660145420657514,26.53894909394454,54.708565079336466,0.3757620430337667
22,57.59464955561793,92.92961975762141,35.264050482875746,2.6696415198547268
23,13.179786240439217,71.63272041185655,32.4935788299841,0.7327654480284673
24,58.65129348100832,2.0107546187493552,83.7493027756495,0.018781904770188262
25,67.781653679623,27.000797319216485,74.84343210164651,3.848754180469753
26,24.875314351995804,57.61573344178369,61.24398347082471,2.2890076231634935
27,22.308163264061832,95.2749011516985,47.4769109686746,3.3856346898845113
28,69.94792753175044,29.743695085513366,82.31079287173533,1.5860229633879386
29,88.11031971111616,58.12728726358587,88.76485937621102,2.7701263603110635
30,72.52542798196406,50.13243819267023,95.82794529870627,2.5759607969185496
31,42.38550485581797,60.639321412792434,6.8233538393866855,1.2062992666981973
32,66.01735374926851,29.007760721044406,63.71146575488994,1.7150748037830645
33,13.547406422245023,29.828232595603076,59.146666516620165,2.363491044992693
34,57.43252488495788,65.32008198571336,66.94981065016044,1.7256737417358958
35,89.6546595851063,36.75618700478965,46.40716790023455,3.5676934200626884
36,80.61939890460857,70.38885835403663,14.521554294668606,3.677930454978694
37,71.42412995491114,99.88470065678665,19.197588942509405,3.472504229472857
