TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD
0,2022-01-01,596,89,57.16,0
1,2022-01-01,2,38,146.0,0
2,2022-01-01,927,128,50.99,0
3,2022-01-01,568,318,44.71,0
4,2022-01-01,541,171,59.07,0
5,2022-01-01,508,476,139.45,0
6,2022-01-01,967,158,74.32,0
7,2022-01-01,616,463,12.18,0
8,2022-01-01,360,436,92.74,0
9,2022-01-01,183,319,39.3,0
10,2022-01-01,731,424,53.55,0
11,2022-01-01,855,197,78.32,0
12,2022-01-01,935,465,8.37,0
13,2022-01-01,382,126,15.35,0
14,2022-01-01,381,179,23.15,0
15,2022-01-01,712,392,20.25,0
16,2022-01-01,975,455,16.56,0
17,2022-01-01,426,166,82.58,0
18,2022-01-01,893,452,4.94,0
19,2022-01-01,8,199,2.08,0
20,2022-01-01,786,10,46.77,0
21,2022-01-01,535,358,5.83,0
22,2022-01-01,655,49,96.89,0
23,2022-01-01,447,59,91.8,0
24,2022-01-01,408,272,23.41,0
25,2022-01-01,973,62,47.74,0
26,2022-01-01,724,483,90.91,0
27,2022-01-01,524,244,97.85,0
28,2022-01-01,230,314,18.93,0
29,2022-01-01,731,90,57.3,1
30,2022-01-01,955,213,40.17,0
31,2022-01-01,569,352,88.55,0
32,2022-01-01,474,18,10.67,0
33,2022-01-01,398,325,8.8,0
34,2022-01-01,55,63,35.06,0
35,2022-01-01,850,485,86.04,0
36,2022-01-01,159,299,54.22,0
37,2022-01-01,531,406,49.68,0
38,2022-01-01,865,395,42.46,0
39,2022-01-01,749,496,151.75,0
40,2022-01-01,819,46,75.38,0
41,2022-01-01,825,180,83.55,0
42,2022-01-01,354,156,22.84,0
43,2022-01-01,220,312,110.42,0
44,2022-01-01,953,209,17.3,0
45,2022-01-01,423,237,30.29,0
46,2022-01-01,447,329,94.1,0
47,2022-01-01,851,332,29.43,0
48,2022-01-01,30,287,171.78,0
49,2022-01-01,671,480,7.72,0
50,2022-01-01,574,264,58.26,0
51,2022-01-01,340,282,31.55,0
52,2022-01-01,497,99,28.96,0
53,2022-01-01,270,471,10.78,0
54,2022-01-01,988,398,80.62,0
55,2022-01-01,358,246,74.36,0
56,2022-01-01,758,308,13.69,0
57,2022-01-01,177,230,24.14,0
58,2022-01-01,881,239,17.33,0
59,2022-01-01,863,454,135.33,0
60,2022-01-01,286,420,19.79,0
61,2022-01-01,865,483,20.26,0
62,2022-01-01,340,39,10.24,0
63,2022-01-01,139,420,119.38,0
64,2022-01-01,632,262,33.43,0
65,2022-01-01,204,460,73.44,0
66,2022-01-01,884,407,46.13,0
67,2022-01-01,856,106,34.44,0
68,2022-01-01,59,134,40.21,0
69,2022-01-01,128,286,96.68,0
70,2022-01-01,563,220,74.29,0
71,2022-01-01,458,450,6.45,0
72,2022-01-01,517,409,44.06,0
73,2022-01-01,418,445,175.25,0
74,2022-01-01,528,24,95.49,0
75,2022-01-01,53,404,2.32,0
76,2022-01-01,842,11,8.84,0
77,2022-01-01,576,331,146.32,0
78,2022-01-01,36,96,12.36,0
79,2022-01-01,540,475,56.79,0
80,2022-01-01,930,64,9.25,0
81,2022-01-01,77,174,87.99,0
82,2022-01-01,555,257,5.15,0
83,2022-01-01,684,388,48.97,0
84,2022-01-01,249,467,35.61,0
85,2022-01-01,81,445,83.99,0
86,2022-01-01,776,367,57.91,0
87,2022-01-01,461,361,52.19,0
88,2022-01-01,889,100,10.89,0
89,2022-01-01,721,461,16.27,0
90,2022-01-01,261,30,118.23,0
91,2022-01-01,786,339,16.37,0
92,2022-01-01,842,344,9.18,0
93,2022-01-01,354,95,26.61,0
94,2022-01-01,67,405,125.0,0
95,2022-01-01,891,423,84.67,0
96,2022-01-01,454,443,21.37,0
97,2022-01-01,98,240,1.71,0
98,2022-01-01,111,138,63.71,0
99,2022-01-01,380,99,73.0,0
100,2022-01-01,423,318,15.74,0
101,2022-01-01,532,154,6.43,0
102,2022-01-01,204,152,101.18,0
103,2022-01-01,635,340,1.93,0
104,2022-01-01,979,359,43.71,0
105,2022-01-01,200,7,85.63,0
106,2022-01-01,356,251,34.76,0
107,2022-01-01,873,90,7.82,1
108,2022-01-01,284,137,39.33,0
109,2022-01-01,395,150,45.94,0
110,2022-01-01,161,440,76.2,0
111,2022-01-01,792,446,120.88,0
112,2022-01-01,38,489,11.13,0
113,2022-01-01,495,266,43.42,0
114,2022-01-01,440,240,13.16,0
115,2022-01-01,870,453,98.8,0
116,2022-01-01,345,220,113.14,0
117,2022-01-01,818,401,26.77,0
118,2022-01-01,803,83,73.98,0
119,2022-01-01,35,449,65.09,0
120,2022-01-01,769,1,34.19,0
121,2022-01-01,795,420,33.76,0
122,2022-01-01,382,305,5.05,0
123,2022-01-01,874,184,26.9,0
124,2022-01-01,471,327,5.1,0
125,2022-01-01,632,27,29.48,0
126,2022-01-01,131,89,46.95,0
127,2022-01-01,247,332,10.8,0
128,2022-01-01,888,291,51.37,0
129,2022-01-01,818,485,95.04,0
130,2022-01-01,418,138,110.97,0
131,2022-01-01,476,469,41.69,0
132,2022-01-01,356,203,124.43,0
133,2022-01-01,183,135,64.92,0
134,2022-01-01,36,39,16.18,0
135,2022-01-01,186,493,53.31,0
136,2022-01-01,410,3,80.97,0
137,2022-01-01,162,400,54.81,0
138,2022-01-01,318,169,61.42,0
139,2022-01-01,388,353,22.04,0
140,2022-01-01,658,178,42.79,0
141,2022-01-01,148,44,42.91,0
142,2022-01-01,424,331,4.3,0
143,2022-01-01,632,454,22.05,0
144,2022-01-01,28,141,84.23,0
145,2022-01-01,597,138,36.06,0
146,2022-01-01,255,403,67.37,0
147,2022-01-01,322,474,41.56,0
148,2022-01-01,69,266,60.86,0
149,2022-01-01,679,314,49.37,0
150,2022-01-01,316,97,80.32,0
151,2022-01-01,120,231,23.42,0
152,2022-01-01,681,318,52.95,0
153,2022-01-01,139,418,70.87,0
154,2022-01-01,880,70,68.89,0
155,2022-01-01,303,174,55.83,0
