CUSTOMER_ID,x_customer_id,y_customer_id,mean_amount,mean_nb_tx_per_day,nb_terminals
0,54.88135039273247,71.51893663724195,62.262520726806166,2.1795327319875875,3102
1,42.36547993389047,64.58941130666561,46.57078506995579,3.567092003128319,3120
2,96.36627605010293,38.34415188257777,80.21387861785314,2.115579679011618,2214
3,56.80445610939323,92.5596638292661,11.74842552879926,0.34851719880616283,2997
4,2.021839744032572,83.2619845547938,78.9248913402358,3.4800485929872766,2018
5,97.8618342232764,79.91585642167236,48.84053941402853,3.122116705145822,1928
6,11.827442586893323,63.99210213275238,18.618562303859406,3.7786756681983356,3123
7,52.184832175007166,41.46619399905236,30.132783149939563,3.0969347577368667,3190
8,45.615033221654855,56.84339488686485,6.785031041453738,2.4705419883035082,3077
9,61.20957227224214,61.69339968747569,94.6560674588893,2.7272811964139336,3130
10,35.9507900573786,43.703195379934144,71.27496361309016,0.24090188651707933,3076
11,66.67667154456677,67.06378696181594,24.986343302014884,0.5157051906194132,3185
12,31.542835092418386,36.37107709426226,59.168693189698566,1.7544060538492814,3113
13,98.83738380592261,10.204481074802807,24.843291829009296,0.645238071539985,1808
14,65.31083254653984,25.329160253978213,49.2995234213491,0.977702368006411,3135
15,15.896958364551972,11.037514116430513,67.35131099920098,0.5527318053944552,3101
16,19.65823616800535,36.872517066096414,82.99435683555383,0.3884051031722451,3083
17,83.7944907498804,9.609840789396307,97.7636491762726,1.8746048065908063,3140
18,97.67610881903371,60.4845519745046,75.23004004283865,0.1567511690172827,1991
19,28.280696257640958,12.01965612131689,33.13331876460377,0.4749108758169762,3149
20,31.798317939397602,41.426299451466996,11.094012153134514,2.7698884774800794,3101
21,56.660145420657514,26.53894909394454,54.708565079336466,0.3757620430337667,3106
22,57.59464955561793,92.92961975762141,35.264050482875746,2.6696415198547268,2931
23,13.179786240439217,71.63272041185655,32.4935788299841,0.7327654480284673,3273
24,58.65129348100832,2.0107546187493552,83.7493027756495,0.018781904770188262,2033
25,67.781653679623,27.000797319216485,74.84343210164651,3.848754180469753,3154
