TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD
0,2022-01-01,596,460,57.16,0
1,2022-01-01,2,2586,146.0,0
2,2022-01-01,927,3077,50.99,0
3,2022-01-01,568,3388,44.71,0
4,2022-01-01,541,2217,59.07,0
5,2022-01-01,1270,2539,140.75,0
6,2022-01-01,508,2521,139.45,0
7,2022-01-01,1152,3241,54.08,0
8,2022-01-01,967,3407,74.32,0
9,2022-01-01,616,2736,12.18,0
10,2022-01-01,1106,152,8.75,0
11,2022-01-01,360,322,92.74,0
12,2022-01-01,183,2162,39.3,0
13,2022-01-01,731,2281,53.55,0
14,2022-01-01,855,772,78.32,0
15,2022-01-01,935,2937,8.37,0
16,2022-01-01,382,360,15.35,0
17,2022-01-01,381,2455,23.15,0
18,2022-01-01,1380,1161,4.56,0
19,2022-01-01,1181,1967,56.48,0
20,2022-01-01,712,2349,20.25,0
21,2022-01-01,1186,1002,124.86,0
22,2022-01-01,975,3221,16.56,0
23,2022-01-01,426,823,82.58,0
24,2022-01-01,893,1894,4.94,0
25,2022-01-01,1073,1817,85.33,0
26,2022-01-01,1396,2998,16.16,0
27,2022-01-01,8,891,2.08,0
28,2022-01-01,786,793,46.77,0
29,2022-01-01,535,2647,5.83,0
30,2022-01-01,1401,218,44.84,0
31,2022-01-01,1332,1055,76.44,0
32,2022-01-01,655,1936,96.89,0
33,2022-01-01,447,219,91.8,0
34,2022-01-01,408,3153,23.41,0
35,2022-01-01,973,951,47.74,0
36,2022-01-01,1037,2142,58.98,0
37,2022-01-01,1151,1039,98.12,0
38,2022-01-01,1321,1712,100.18,0
39,2022-01-01,724,906,90.91,0
40,2022-01-01,1028,3081,37.29,0
41,2022-01-01,524,1415,97.85,0
42,2022-01-01,230,2817,18.93,0
43,2022-01-01,1193,2877,64.0,0
44,2022-01-01,1457,1798,33.16,0
45,2022-01-01,1453,3298,43.45,0
46,2022-01-01,731,918,57.3,0
47,2022-01-01,955,1996,40.17,0
48,2022-01-01,1254,2386,54.81,0
49,2022-01-01,569,2614,88.55,0
50,2022-01-01,474,341,10.67,0
51,2022-01-01,398,3039,8.8,0
52,2022-01-01,55,599,35.06,0
53,2022-01-01,850,2358,86.04,0
54,2022-01-01,159,2270,54.22,0
55,2022-01-01,531,2196,49.68,0
56,2022-01-01,865,1991,42.46,0
57,2022-01-01,1263,1235,24.57,0
58,2022-01-01,1432,1366,125.95,0
59,2022-01-01,1312,2335,7.35,0
60,2022-01-01,1172,3021,28.15,0
61,2022-01-01,749,2845,151.75,0
62,2022-01-01,819,936,75.38,0
63,2022-01-01,825,1833,83.55,0
64,2022-01-01,1093,2890,17.06,0
65,2022-01-01,1440,1419,64.71,0
66,2022-01-01,354,1872,22.84,0
67,2022-01-01,1075,3048,5.94,0
68,2022-01-01,220,2598,110.42,0
69,2022-01-01,953,1048,17.3,0
70,2022-01-01,423,1055,30.29,0
71,2022-01-01,447,2245,94.1,0
72,2022-01-01,851,1379,29.43,0
73,2022-01-01,30,1839,171.78,0
74,2022-01-01,1143,2934,62.02,0
75,2022-01-01,671,2965,7.72,0
76,2022-01-01,574,1903,58.26,0
77,2022-01-01,1432,1378,106.4,0
78,2022-01-01,340,1918,31.55,0
79,2022-01-01,1106,2923,25.87,0
80,2022-01-01,270,3211,10.78,0
81,2022-01-01,497,2919,28.96,0
82,2022-01-01,988,1183,80.62,0
83,2022-01-01,358,1284,74.36,0
84,2022-01-01,758,988,13.69,0
85,2022-01-01,1438,3260,19.08,0
86,2022-01-01,177,2471,24.14,0
87,2022-01-01,1460,1770,52.43,0
88,2022-01-01,881,2269,17.33,0
89,2022-01-01,863,1614,135.33,0
90,2022-01-01,286,1761,19.79,0
91,2022-01-01,1266,1468,29.16,0
92,2022-01-01,865,2748,20.26,0
93,2022-01-01,340,341,10.24,0
94,2022-01-01,139,2124,119.38,0
95,2022-01-01,632,2513,33.43,0
96,2022-01-01,204,3463,73.44,0
97,2022-01-01,1438,981,20.52,0
98,2022-01-01,884,2694,46.13,0
99,2022-01-01,1151,1049,70.54,0
100,2022-01-01,856,55,34.44,0
101,2022-01-01,59,1094,40.21,0
102,2022-01-01,1447,400,91.13,0
103,2022-01-01,128,3173,96.68,0
104,2022-01-01,563,3324,74.29,0
105,2022-01-01,458,2205,6.45,0
106,2022-01-01,517,2133,44.06,0
107,2022-01-01,418,1715,175.25,0
108,2022-01-01,528,229,95.49,0
109,2022-01-01,1340,2572,23.44,0
110,2022-01-01,53,1101,2.32,0
111,2022-01-01,1061,3313,71.46,0
112,2022-01-01,842,3303,8.84,0
113,2022-01-01,576,557,146.32,0
